"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1996",5.1433172226,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1997",5.2297539711,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1998",5.0705013275,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1999",5.0409178734,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2000",4.7939066887,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2001",4.6494293213,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2002",4.5270724297,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2003",4.7059869766,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2004",5.0439114571,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2005",5.2041168213,"B"
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2006",5.1508626938,"B"
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2007",4.9160881042,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2008",4.740694046,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2009",4.5392775536,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2010",4.476755619,"B"
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2011",4.4333615303,"B"
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2012",4.3369822502,"B"
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2013",4.157043457,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2014",3.9311852455,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2015",3.8124842644,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2016",3.6556532383,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2017",3.4895853996,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2018",3.4164214134,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2019",3.348336935,
"DEU","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2020",3.3759791851,"B"
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1995",2.3626105785,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1996",2.378677845,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1997",2.3151195049,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1998",2.2538461685,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1999",2.2511301041,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2000",2.225102663,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2001",2.1445715427,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2002",2.0966517925,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2003",2.2292990685,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2004",2.5827593803,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2005",2.8626177311,"B"
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2006",3.13078475,"B"
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2007",2.9698879719,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2008",2.8956398964,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2009",2.7016596794,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2010",2.7638230324,"B"
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2011",2.74187994,"B"
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2012",2.7150201797,"B"
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2013",2.6510546207,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2014",2.5002982616,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2015",2.4123749733,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2016",2.3114340305,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2017",2.2402825356,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2018",2.1532440186,
"DEU","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2019",2.0797152519,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1995",18.654478073,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1996",18.521350861,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1997",18.529893875,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1998",18.641023636,"B"
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1999",18.766141891,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2000",18.796573639,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2001",18.049116135,"B"
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2002",17.259527206,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2003",16.780609131,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2004",16.529050827,"B"
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2005",16.574455261,"B"
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2006",16.025705338,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2007",15.597478867,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2008",14.992623329,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2009",15.033742905,"B"
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2010",15.63142395,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2011",16.945289612,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2012",18.176359177,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2013",18.837974548,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2014",18.421033859,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2015",17.888240814,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2016",17.475065231,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2017",17.218647003,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2018",16.947505951,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2019",16.425100327,
"GRC","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2020",16.385223389,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1995",10.862924576,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1996",10.264260292,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1997",10.42381382,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1998",10.285552025,"B"
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1999",10.975562096,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2000",10.887091637,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2001",10.265975952,"B"
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2002",9.5043869019,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2003",8.7406702042,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2004",8.9589881897,"B"
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2005",8.9273557663,"B"
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2006",8.7549333572,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2007",8.6866149902,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2008",9.3274803162,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2009",10.267754555,"B"
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2010",10.496192932,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2011",10.372339249,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2012",10.557126999,"N"
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2013",10.50505352,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2014",10.032647133,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2015",8.7677001953,"N"
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2016",8.2756414413,"N"
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2017",7.7658252716,
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2018",7.6882238388,"N"
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2019",7.993432045,"N"
"GRC","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2020",8.3093175888,"N"
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1996",13.28904438,
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1997",12.811378479,
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1998",12.270543098,
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1999",11.348395348,
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2000",10.617490768,
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2001",9.4169635773,"B"
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2002",8.719417572,
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2003",8.3390684128,
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2004",8.4641962051,
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2005",7.8170104027,"B"
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2006",6.9465479851,
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2007",5.8081550598,"N"
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2008",5.3475661278,"N"
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2009",5.2707810402,"N"
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2010",5.2927408218,"N"
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2011",5.2094893456,"N"
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2012",4.665204525,"N"
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2013",4.5264687538,"N"
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2014",4.1228194237,"N"
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2015",4.2446470261,"N"
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2016",4.067691803,"N"
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2017",4.2845988274,
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2018",4.5261974335,
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2019",5.3024601936,
"HUN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2020",5.738940239,
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1996",8.0866479874,
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1997",7.8501152992,
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1998",7.760802269,
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1999",6.8956093788,
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2000",6.2295417786,
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2001",5.6025705338,"B"
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2002",5.5840349197,
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2003",5.8014092445,
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2004",5.7549152374,
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2005",5.4024281502,"N"
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2006",4.7852621078,"N"
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2007",4.3188738823,"N"
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2008",4.3882446289,"N"
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2009",4.2100520134,"N"
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2010",4.2568478584,"N"
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2011",3.9739730358,
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2012",3.8730061054,"N"
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2013",3.7117128372,"N"
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2014",3.4160430431,
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2015",3.753688097,"N"
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2016",3.7949960232,
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2017",4.2148337364,"N"
"HUN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2020",4.7417430878,"N"
"ISL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2013",7.5126056671,
"ISL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2019",5.8823533058,
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1995",10.236138344,
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1996",10.170420647,
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1997",9.7629165649,
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1998",9.2703027725,"B"
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1999",8.9018411636,
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2000",8.6841697693,
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2001",8.168803215,
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2002",7.5906214714,"N"
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2003",7.4971261024,"N"
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2004",7.4180212021,
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2005",7.1058330536,"B"
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2006",6.6300535202,
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2007",6.6317448616,"B"
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2008",6.7410001755,
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2009",6.4349579811,"N"
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2010",5.9191784859,"N"
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2011",5.5912489891,"N"
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2014",5.247066021,"N"
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2015",5.0551085472,
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2016",4.9124565125,"N"
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2017",4.2537541389,"N"
"IRL","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2018",3.9806313515,"N"
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1995",17.926288605,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1996",17.793489456,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1997",17.532688141,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1998",17.195526123,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1999",17.217903137,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2000",17.009458542,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2001",16.55945015,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2002",16.261610031,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2003",17.258159637,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2004",17.889312744,"B"
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2005",18.282421112,"B"
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2006",17.570634842,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2007",17.253837585,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2008",16.627750397,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2009",16.528245926,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2010",16.281892776,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2011",16.386741638,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2012",16.245426178,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2013",16.490884781,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2014",16.401418686,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2015",15.662075043,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2016",14.788205147,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2017",13.996656418,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2018",13.445189476,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2019",13.079678535,
"ITA","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2020",12.782484055,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1995",10.84651947,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1996",10.979613304,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1997",10.805089951,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1998",10.580119133,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","1999",10.299887657,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2000",10.348196983,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2001",10.315415382,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2002",9.9560060501,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2003",11.287445068,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2004",12.601819992,"B"
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2005",14.34566021,"B"
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2006",14.477253914,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2007",14.103937149,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2008",13.494187355,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2009",13.073433876,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2010",13.003601074,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2011",13.315808296,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2012",13.627358437,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2013",13.914265633,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2014",14.124909401,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2015",14.321468353,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2016",13.92374897,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2017",12.838541985,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2018",11.46761322,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2019",10.94161129,
"ITA","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2020",10.89138031,
"JPN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2006",1.7714630365,
"JPN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2007",1.736610651,
"JPN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2008",1.7152063847,
"JPN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2009",1.7224076986,
"JPN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2010",1.7655746937,
"JPN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2011",1.7248253822,
"JPN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2012",1.6891133785,
"JPN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2013",1.6511820555,
"JPN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2014",1.6911779642,
"JPN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2015",1.7380185127,
"JPN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2016",1.7575089931,
"JPN","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2017",1.7509249449,
"JPN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2006",1.1728224754,
"JPN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2007",1.1241936684,
"JPN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2008",1.104994297,
"JPN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2009",1.0557080507,
"JPN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2010",1.0381884575,
"JPN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2011",1.0163003206,
"JPN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2012",1.038472414,
"JPN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2013",1.1240512133,
"JPN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2014",1.1945613623,
"JPN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2015",1.2210445404,
"JPN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2016",1.2710449696,
"JPN","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2017",1.3122835159,
"LUX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1998",7.556579113,"N"
"LUX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2016",6.6250209808,"N"
"LUX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2017",6.8752608299,"N"
"LUX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2020",5.1899409294,"N"
"MEX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2005",13.819874763,
"MEX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2006",13.672737122,
"MEX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2007",13.128996849,
"MEX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2008",13.008836746,
"MEX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2009",12.568953514,
"MEX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2010",12.701223373,
"MEX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2011",12.319346428,
"MEX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2012",12.43914032,
"MEX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2013",12.046076775,
"MEX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2014",11.981343269,
"MEX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2015",11.76292038,
"MEX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2016",11.719044685,
"MEX","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2017",12.091094971,
"MEX","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2005",12.762815475,
"MEX","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2006",12.801652908,
"MEX","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2007",12.71975708,
"MEX","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2008",12.910269737,
"MEX","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2009",12.829959869,
"MEX","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2010",13.255093575,
"MEX","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2011",13.312223434,
"MEX","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2012",13.556193352,
"MEX","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2013",13.200710297,
"MEX","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2014",13.010970116,
"MEX","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2015",12.831299782,
"MEX","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2016",13.095125198,
"MEX","YOUNGSELF","20_29_WOMEN","PC_TOTEMP","A","2017",13.182780266,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1995",5.9679279327,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1996",5.9383664131,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1997",5.4970579147,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1998",5.1913347244,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","1999",4.9559130669,"N"
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2000",5.1839537621,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2001",5.6631474495,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2002",5.9584383965,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2003",6.2081370354,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2004",6.4716792107,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2005",6.7272744179,"B"
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2006",7.0792021751,"B"
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2007",7.2709941864,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2008",7.6871910095,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2009",8.1146249771,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2010",8.3528442383,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2011",8.5741376877,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2012",8.8865480423,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2013",9.2183904648,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2014",9.3896608353,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2015",9.4123392105,
"NLD","YOUNGSELF","20_29_MEN","PC_TOTEMP","A","2016",9.5064554214,
